writer,score,data,product_name,headline,content,url,rank,search_keyword
이* ,1,2020.09.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",배송상태 엉망,"요즘 쿠팡 왜이래요?
신선식품인데 집어 던지나요?
사과봉투가 터질 정도면 얼마나 던진거에요?
아직 안깍아봤지만 멍들었다가 100%인듯~
진짜 불쾌하네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*호 ,1,2020.09.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"와~~~완전 무(無)맛.
상품평 보고 설마 했는데
이렇게 아무 맛이 안느껴지는 사과는 정말 처음 이네요.
여기저기 상처나서 물러진것들도 몇개나 있는데
맛이 있으면 용서 되겠지만 뭐 이런 모양만 사과??
아직 많이 남았는데 짜증나!!!!",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
황*연 ,1,2020.06.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",맛은 있으나 상처가 많음,배송을 매우 빠르나 상처없는 사과를 찾기 힘드네여ㅠㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*란 ,1,2020.09.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",봉투 뜯어진 멍든사과,"사과상태 멍투성 봉투는 뜯어져있어서서 반품 하려했지만 반품 귀찮아서 기냥 먹는걸루
한 두번도 아니고 먹는 상품 관리좀 부탁드립니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*성 ,1,2020.09.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상품배송은 만족하나 품질은 별로에요.,과육이 멍이 많이 있으요 이런 상품이면 싸게 팔아야되지않나요..,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*해 ,1,2020.11.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",최악,"최악
몇번삿지만 늘 최악
늘 썩은게 섞여있고..이번은 심지어 1개만 정상ㅎ
정상인 1개를 이가격에산거면.. 금사과인듯
편의점 사과가 더 신선하고 싼든",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*솔 ,1,2020.07.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,죄다 상한거 받음 ㅡㅡ 이런적 처음이라 당황스럽긴한데 과일류라 뭐 어쩔수없는듯,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*수 ,1,2020.06.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과를 쭈굴쭈굴한걸주나요?
쿠팡프레쉬믿고산건데..상태개판입니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*현 ,1,2020.06.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",쓰레기가 집으로 옴,오랜된 사과 수분이없고 겉은 주름이 쓰레기를 받음,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*미 ,1,2020.10.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"다 썩었어요 밑에도 2어개 그런거 같아요

엉망인데 교환 가능한가요?",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*종 ,1,2021.06.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",검수좀 잘해라 쓰레기를 보내냐,검수좀 잘해라 쓰레기를 보내냐,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
차*영 ,1,2020.07.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,봉투 다 찢겨서왔고 맛1도 없음 절대사지마세요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
성*호 ,1,2020.07.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",썩은사과배송,썩은사과,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
홍*미 ,1,2021.06.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",썩은 사과 있어요.,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
남*현 ,1,2021.04.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과상태가 많이 안좋아요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*환 ,1,2020.07.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",ㅡㅡ 멍도잇고 포장도터지고 곰보도잇고,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*연 ,1,2020.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",생각보다 안신선함,가격이 저렴하긴하지만 상품 상태가 안좋음,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*원 ,1,2021.06.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",봉지가 터져있고 사과 안에 물기가 흥건헌 이유알려주세,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*실 ,1,2020.06.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",반이상이 상해서 왔어요,"사과가 대부분이 상했네요?
너무하시네요ㅡㅡ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
문*리 ,1,2021.06.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",약간흠집이라고해서주문했는데 썩은 사과가 포함되었네요ㅠㅠ,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*석 ,1,2021.05.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",3개잘랐는데 하나가 저러네요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*훈 ,1,2020.06.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",1도 예상안됨,"사과가 아닌 푸석이
당도 1도업쓰",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
함*정 ,1,2020.10.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,별하나도 아깝다,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*은 ,1,2020.12.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"비닐봉지도 뜯어졌고 썩은사과 1개 시들은 사과가 세개
실망이 크네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*정 ,1,2020.12.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과맛도 그저그럼
사과가 50프로는 멍들거나 깨지고 상해서 옴",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*은 ,1,2021.04.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",꾸준히 시켜먹던 사과인데 품질이 이번건 심각하네요,하나도 아니고 몇 개째 이러니 황당하네요....이거 먹으라고 파신건가요?,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*지 ,1,2021.02.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,배송 좀 살살해주세요.. 다 뜯어저 왔습니다...,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
황*영 ,1,2021.05.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",신선도가...,"저렴하게 판매하고
흠집있는건 알고 구매했지만
오래되서 쭈글거리는제품이
섞어있고
배송중에 파손된건지 원래그런건지
3개이상 찍힘흔적이 있어요
비닐도 과즙이 새어나와서 축축하네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*진 ,1,2021.05.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",배송중 던지지말아주세요,"여태껏 배송중 제일 별로네요
봉지는 터져있고 던졌는지 떨어진건지 모르겠지만 다 멍들어있네요
먹기도 전에 기분이 별로입니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*유 ,1,2021.06.18,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",보조개가 완전 곯았네요,쿠팡에서 이런 품질의 물건도 파는구나 쿠팡의 미래가 밝습니다 음식물 쓰레기도 돈받고 파는 마켓팅이면 뭔들 못팔겠습니까?,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
R*N ,1,2020.10.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,Every single apple that came in the box either is severely bruised or rotten.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
L*D ,1,2020.07.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,The apples were all bruised,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
R*R ,1,2020.07.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",맛이없다,이 사과들 정말 맛이 없네요... 정말요...,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*희 ,1,2021.05.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"겁나 맛없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
흙맛ㅠㅠㅠㅠㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*정 ,1,2020.09.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*영 ,1,2020.07.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*초 ,1,2020.07.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*영 ,1,2020.07.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
한*은 ,1,2020.06.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*미 ,1,2020.06.24,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*지 ,1,2020.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*재 ,1,2020.10.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
지*현 ,1,2020.07.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*준 ,1,2020.09.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*희 ,1,2020.10.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*선 ,1,2020.11.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*수 ,1,2020.11.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
신*연 ,1,2020.11.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
장*용 ,1,2020.12.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
블루우 ,1,2021.01.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*석 ,1,2021.02.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
l*a ,1,2021.02.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*자 ,1,2021.03.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*섭 ,1,2021.03.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
임*희 ,1,2021.03.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*석 ,1,2021.03.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*정 ,1,2021.03.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*수 ,1,2021.03.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*아 ,1,2021.04.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
Y*A ,1,2021.04.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김진선 ,1,2021.05.03,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*환 ,1,2021.04.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
한*경 ,1,2021.04.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
W*U ,1,2021.04.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
송*연 ,1,2021.05.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*찬 ,1,2021.05.16,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*수 ,1,2021.05.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
하*희 ,1,2021.05.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*영 ,1,2021.05.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*희 ,1,2021.06.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*정 ,1,2021.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*준 ,1,2021.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
노*철 ,1,2021.06.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*수 ,1,2021.06.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
문*경 ,1,2021.07.01,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
RREAL ,2,2020.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",1봉지에 있는 사과 맛이 뒤죽박죽.,"보조개 사과라는 이름답게 생김새는 예쁜데요.
사과 맛이 균일하지 않고, 흠집 난 사과가 꽤 있는 점은 아쉽습니다.
어찌어찌 다 먹었으나, 재구매 의사는 없습니다.


1. 패키지 및 내용물 양
- 일반적인 비닐 패키지입니다.
- 2.5kg 사과 1봉지는 혼자 9일 정도 먹었습니다.

2. 보조개 사과 상태
- 보조개 사과라더니 밑 부분이 쏙!! 들어가 있습니다. 그 특징 빼면 그냥 사과입니다.
- 성인 한 손에 부족하게 들어오는 크기이며, 전체적으로 균일합니다.
>> 큰 사과 1개 다 먹기 부담스러워했던 저에게는 알맞은 크기더군요.

- 멍들거나 껍질에 흠집이 나서 갈변된 사과가 절반이더군요.
>> 아 진짜 먹으려고 꺼낼 때마다 사과가 다 흠집이 있더라고요.

- 사과에서 아무 향이 안 나네요.
>> 정말 달고 맛있는 사과는 패키지에서 과일 냄새가 확 올라오는데 말이죠.

3. 가장 중요한, 맛과 식감
- 1봉지에 있는 사과 맛이 뒤죽박죽이라 실망했습니다.
>> 조금 달콤한 사과도 있고 ‘무맛’인 사과도 있습니다.
>> 달콤한 사과도 ‘무맛’에 비해 맛이 느껴지는 정도지 ‘맛있다!’는 아닙니다.

- 사과 특유의 아삭아삭한 식감은 괜찮아요.
- 사과 과즙은 풍부한 편이에요.

4. 평소 사과 즐겨 먹는 방법
1) 우유 + 꿀/올리고당 + 사과 + 케일
- 오전에 식사 대용으로 자주 마시는데 상큼하고 개운합니다.

2) 사과조림 디저트
- 설탕/올리고당에 사과를 조리면 끝!
>> 냉장고 넣어 두었다가 당 떨어졌을 때 하나씩 꺼내 먹으면 좋아요.

쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
S*G ,2,2021.06.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",보조개는 이해하는데 물러서 손가락 쑥쑥 들어가고 쭈글,"당연히 까만 점 같은 “보조개”는 다 있고, 그건 예상한 바이니 상솬없는데, 반 이상이 너무 오래되고 물러서 누르면 손가락이 들어가고 썩은것도 있어 버려야 할 정도. 반품해야할.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
X*I ,2,2021.01.29,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"항상 구매하는건데 이번거 좀 심하다 싶었어요
다 괜찮는데 딱 한 개만 이러네요
속상해서 후기남겨요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*준 ,2,2020.10.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"보조개 사과라는 것이 보조개처럼 중간에 좀 들어가고나 깊은 점이 있거나 한것이라 보기엔 안 이뻐도 먹는데에는 크게 지장 없는 사과를 말하는것인데
이 사과는 보조개가 들어간 사과가 아니라
멍들고 다치고 망가진 사과입니다.
도려내면 별로 과육도 없을것 같네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
유니유니스 ,2,2020.11.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"장은 봐야하는데 사람많은 마트가기 꺼려지는데, 쿠팡 로켓와우로 쉽게 장보고 있어요.

전날 주문하면 새벽에 도착해서 너무좋구요,

그 전에는 과대포장으로 분리수거하면서도 마음이 불편했는데,
프레쉬백으로 받으니 죄책감(?)도 덜 하네요.


제가 잘못산건지 정말 맛이없고 퍽퍽한 사과가왔어요,
사과에 바람이 다 들어서 서걱서걱 했고요..
다 갈아서 양념으로 사용해서 먹었어요,

재구매 의향은 없어용 ㅠㅠ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*은 ,2,2021.04.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",쥬스용으로구입,"상품이 안좋은건 보조개사과라 이해는해요
감안하고 시킨거라
근데 하나두달지가않아요..맛이없습니다^^",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
평가임원 ,2,2021.03.10,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",비닐같은 껍질에 흠집사과 모음,"전혀 달지 않고 껍질이 비닐같음
흠집과 벌레 먹은 불량품 모아, 모아 담은 구성",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
조*연 ,2,2020.11.11,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",그닥추천안해요,"보조개사과는 가성비로 사는건데
상처나 흠이 생각보다 많고 멍이 너무 많아요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*진 ,2,2021.02.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",흠집이 많았어요,"봉지는 찢어져서 왔구요
안에 10개들어있는데 5개가 흠집이 있어서 기분이 별로네요 사과는 처음 시켜봤는데 아쉽네요
맛은 조금 새콤하네요 단맛은 적구요
그냥 무난히 먹을수 있는맛이예요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*열 ,2,2021.05.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉","주스용으론 좋지만, 가성비? 떨이? 품질문제 있음",상품성 떨어지는 사과들 가격인하해서 묶어서 떨이? 하는 느낌입니다. 주스용으로 드실거면 나쁘지않겠지만 저는 씻어서 껍질채먹는걸 선호해저 별로네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*준 ,2,2020.07.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"정말 별로였습니다.
제가 원래 자세히 안쓰는데, 이건 정말..
아무리 보조개사과라 해도 무르기도하고, 상처가 너무 많아 그냥 폐급...
그렇다고 맛도 좋은것도 아니고, 푸석푸석하네요.
다음부턴 곰곰 보조개사과는 안살래요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*흠 ,2,2021.03.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",평도 괜찮아서 구입했는데..,"사과가 너무맛이 없네요.. 평은 좋은데 제가 뽑기를 잘못뽑은건지
흠이 있는거와는 상관없이 사과가 맛이 없어요
퍼석퍼석하고 달지도 시지도.. 않고
무슨맛인지를 모르겠는..
양도 많은데 어찌처리할지 고민되네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*애 ,2,2021.03.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과의 신선도는 괜찮은데 너무 맛이 싱거워요.,사과를 오랜만에 구매해본 경우로 신선도는 괜찮은데. 조금씩 흠집이 있는 상품으로 맛의 질은 떨어지네요. 당도가 있다는 문구를 보고 구입을 했던 상황이라 많이 아쉬워요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
진*문 ,2,2020.06.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,쿠팡엔 리뷰를 거의 안다는데 이건 꼭 짚어줘야할 것 같음 어떤건 싱싱한데 몇개는 군데군데 상하고 시들거려 껍질이 쭈글거림.. 반품하고 픈 맘 가득하나 귀찮아 그냥 먹음,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
한*애 ,2,2020.07.12,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"썩은것도 몇개있고 생각보다 너무 별로였어요..주스용으로 샀는데 다베어내고 나니 쓸것이 별로 없네요
아무리 보조개라도 좀 스펀지같고 썩은건 안 보내주셨으면 하네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*현 ,2,2021.03.20,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"3번째 구매예요
멍이 있어도 크고 맛있어서 구매 중인데
이번엔 알이 작고 쭈글쭈글 오래 됏고 멍은 당연. 상태가 안좋아요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*늘 ,2,2021.04.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",그냥그래요..,아오리사과인줄알앗어요 너무 파래가지고.... 단맛은 거의없고 씨앗부분에 곰팡이.... 과육은 파래서 익지않앗네요... 6개정도 먹엇는데 4개가 푸르딩딩해요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*은 ,2,2021.06.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",많이 썩었고 퍼석퍼석해요.,"많이 썩었고 퍼석퍼석해서 식감도 별로에요
싼 이유가 있는거겠죠
애들주려고 샀다가 썩어서 많이 도려나가지고 주고있어요
아쉽네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
권*원 ,2,2021.06.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"상처안난 사과가없는듯 깍아먹으려고 보니 속까지 완전썩은것도 섞여왔어요.
맛은 나쁘지않은대 상처투성이들이라..
이건 즙용인듯합니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*영 ,2,2020.11.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",썩어있는게 많아요,왠만해선 상품평안남기는데 대부분 꼭지가 갈라져서 썩었네요 ㅠㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
